cycle,Product ID,L1 Category,OLD,NEW,New-Old RL Qty,#Hub OOS karena WH,# New Hub OOS,Improvement in Hub OOS #,Verdict can we reduce oos potential?,Verdict can we mitigate oos?
1,635,Kebersihan Wajah,0,24,24,13,0,-13,100.00%,Yes
1,673,Kebutuhan Cuci Baju,552,552,0,10,10,0,No,
1,701,Kebutuhan Ibu & Bayi,32,24,-8,1,2,1,No,
1,712,Bahan Masak & Bumbu,0,480,480,15,0,-15,100.00%,Yes
1,713,Alat Tulis Kantor,288,264,-24,4,5,1,No,
1,724,Perawatan Hewan,60,90,30,6,4,-2,50.00%,
1,733,Tepung & Bahan Kue,0,0,0,11,11,0,No,
1,757,Kebutuhan Pokok,0,0,0,1,1,0,No,
1,771,Snack,0,0,0,143,143,0,No,
1,786,Makanan & Susu Bayi,0,0,0,4,4,0,No,
1,830,Bahan Masak & Bumbu,360,984,624,167,62,-105,173.33%,
1,846,Permen,0,0,0,92,92,0,No,
1,847,Obat-obatan,60,120,60,14,7,-7,100.00%,
1,854,Snack,684,684,0,3,3,0,No,
1,857,Tepung & Bahan Kue,72,0,-72,49,49,0,No,
1,859,Kebutuhan Pokok,96,168,72,4,3,-1,75.00%,
1,861,Perawatan Diri ,48,48,0,2,2,0,No,
1,862,Sarapan,0,24,24,19,0,-19,100.00%,Yes
1,865,Bahan Masak & Bumbu,0,0,0,2,2,0,No,
1,876,Kebutuhan Pokok,15640,15640,0,12,12,0,No,
1,902,Sarapan,48,24,-24,1,2,1,No,
1,917,Kebutuhan Ibu & Bayi,0,0,0,8,8,0,No,
1,921,Sarapan,0,0,0,1,1,0,No,
1,922,Make Up,384,384,0,6,6,0,No,
1,930,Perawatan Mulut,0,0,0,8,8,0,No,
1,936,Perawatan Diri ,0,0,0,20,20,0,No,
1,940,Perawatan Mulut,0,0,0,8,8,0,No,
1,943,Alat Tulis Kantor,0,0,0,17,17,0,No,
1,956,Sarapan,96,144,48,154,103,-51,50.00%,
1,957,Biskuit,144,288,144,5,3,-2,100.00%,
1,966,Perawatan Diri ,1760,1760,0,4,4,0,No,
1,967,Bahan Masak & Bumbu,0,0,0,5,5,0,No,
1,972,Bahan Masak & Bumbu,340,540,200,5,4,-1,58.82%,
1,973,Sarapan,96,132,36,5,4,-1,37.50%,
1,974,Sarapan,36,72,36,1,1,0,100.00%,
1,994,Alat Kesehatan,150,250,100,7,5,-2,66.67%,
1,996,Sarapan,0,48,48,112,0,-112,100.00%,Yes
1,1002,Kebersihan Wajah,360,432,72,171,143,-28,20.00%,
1,1003,Sarapan,96,96,0,2,2,0,No,
1,1010,Makanan & Susu Bayi,48,72,24,39,26,-13,50.00%,
1,1017,Bahan Masak & Bumbu,0,0,0,7,7,0,No,
1,1019,Snack,0,0,0,142,142,0,No,
1,1026,Perawatan Mulut,0,0,0,11,11,0,No,
1,1027,,144,144,0,47,47,0,No,
1,1030,Kebutuhan Ibu & Bayi,504,384,-120,1,2,1,No,
1,1036,Sarapan,0,0,0,2,2,0,No,
1,1042,Kebutuhan Ibu & Bayi,224,224,0,4,4,0,No,
1,1045,Kebutuhan Ibu & Bayi,228,228,0,2,2,0,No,
1,1046,Kebutuhan Ibu & Bayi,368,368,0,63,63,0,No,
1,1047,Kebutuhan Ibu & Bayi,0,0,0,11,11,0,No,
1,1048,Kebutuhan Ibu & Bayi,28,28,0,27,27,0,No,
1,1049,Sarapan,0,0,0,84,84,0,No,
1,1055,Sarapan,0,36,36,82,0,-82,100.00%,Yes
1,1077,Obat-obatan,48,48,0,2,2,0,No,
1,1081,Perawatan Rumah,0,0,0,1,1,0,No,
1,1090,Kebutuhan Dapur,24,48,24,3,2,-1,100.00%,
1,1092,Kebutuhan Dapur,0,0,0,32,32,0,No,
1,1098,Kebutuhan Dapur,0,48,48,6,0,-6,100.00%,Yes
1,1103,Kebutuhan Pokok,0,0,0,18,18,0,No,
1,1109,Biskuit,30,90,60,55,19,-36,200.00%,
1,1117,Makanan & Susu Bayi,0,0,0,25,25,0,No,
1,1122,Vitamin,0,0,0,10,10,0,No,
1,1128,Biskuit,144,240,96,20,12,-8,66.67%,
1,1129,Sarapan,300,840,540,63,23,-40,180.00%,
1,1135,Minuman,96,168,72,4,3,-1,75.00%,
1,1140,Kebersihan Wajah,264,216,-48,3,4,1,No,
1,1143,Bahan Masak & Bumbu,0,336,336,80,0,-80,100.00%,Yes
1,1147,Alat Tulis Kantor,0,30,30,7,0,-7,100.00%,Yes
1,1157,Otomotif,24,36,12,5,4,-1,50.00%,
1,1175,Perawatan Mulut,72,72,0,29,29,0,No,
1,1176,Perawatan Mulut,72,72,0,2,2,0,No,
1,1183,Bahan Masak & Bumbu,0,0,0,58,58,0,No,
1,1188,Bahan Masak & Bumbu,72,72,0,2,2,0,No,
1,1190,Perawatan Mulut,24,0,-24,1,1,0,No,
1,1219,Susu & Olahan Susu,432,528,96,19,16,-3,22.22%,
1,1225,Kebutuhan Cuci Baju,72,96,24,5,4,-1,33.33%,
1,1226,Kebutuhan Cuci Baju,72,120,48,52,32,-20,66.67%,
1,1229,Alat Kesehatan,276,408,132,137,93,-44,47.83%,
1,1234,Perawatan Rumah,168,252,84,21,14,-7,50.00%,
1,1237,,72,120,48,132,80,-52,66.67%,
1,1238,,84,96,12,81,71,-10,14.29%,
1,1239,,90,108,18,73,61,-12,20.00%,
1,1240,Snack,30,414,384,107,8,-99,1280.00%,
1,1242,Snack,360,816,456,103,46,-57,126.67%,
1,1243,Snack,408,696,288,121,71,-50,70.59%,
1,1253,Obat-obatan,72,72,0,4,4,0,No,
1,1271,Tepung & Bahan Kue,216,216,0,3,3,0,No,
1,1281,Tepung & Bahan Kue,360,456,96,4,4,0,26.67%,
1,1296,Biskuit,1320,1848,528,8,6,-2,40.00%,
1,1297,Perawatan Rumah,204,282,78,12,9,-3,38.24%,
1,1320,Perawatan Diri ,528,528,0,17,17,0,No,
1,1339,Obat-obatan,210,115,-95,1,2,1,No,
1,1348,Susu & Olahan Susu,912,1236,324,3,3,0,35.53%,
1,1350,Vitamin,0,0,0,156,156,0,No,
1,1362,Kebersihan Badan,27,27,0,25,25,0,No,
1,1381,Biskuit,90,90,0,32,32,0,No,
1,1382,Kebutuhan Pokok,920,1060,140,40,35,-5,15.22%,
1,1385,Obat-obatan,48,60,12,6,5,-1,25.00%,
1,1387,Obat-obatan,24,24,0,9,9,0,No,
1,1394,Obat-obatan,12,12,0,2,2,0,No,
1,1403,Snack,40,80,40,2,1,-1,100.00%,
1,1410,Kebutuhan Pokok,1560,4296,2736,36,14,-22,175.38%,
1,1424,Bahan Masak & Bumbu,0,0,0,35,35,0,No,
1,1428,Biskuit,60,210,150,28,8,-20,250.00%,
1,1450,Bahan Masak & Bumbu,0,252,252,3,0,-3,100.00%,Yes
1,1460,Bahan Masak & Bumbu,90,180,90,9,5,-4,100.00%,
1,1465,Bahan Masak & Bumbu,170,310,140,13,8,-5,82.35%,
1,1468,Bahan Masak & Bumbu,10,30,20,6,2,-4,200.00%,
1,1469,Bahan Masak & Bumbu,50,50,0,32,32,0,No,
1,1471,Bahan Masak & Bumbu,70,90,20,17,14,-3,28.57%,
1,1473,Bahan Masak & Bumbu,40,70,30,37,22,-15,75.00%,
1,1475,Bahan Masak & Bumbu,100,150,50,6,4,-2,50.00%,
1,1478,,66,96,30,29,20,-9,45.45%,
1,1489,Minuman,24,24,0,6,6,0,No,
1,1490,Minuman,320,520,200,3,2,-1,62.50%,
1,1500,Bahan Masak & Bumbu,96,528,432,142,26,-116,450.00%,
1,1502,Bahan Masak & Bumbu,24,108,84,41,10,-31,350.00%,
1,1503,Bahan Masak & Bumbu,48,132,84,84,31,-53,175.00%,
1,1504,Bahan Masak & Bumbu,0,132,132,103,0,-103,100.00%,Yes
1,1515,Tepung & Bahan Kue,768,1080,312,2,2,0,40.63%,
1,1524,,300,350,50,108,93,-15,16.67%,
1,1525,Perawatan Rumah,0,0,0,30,30,0,No,
1,1526,Perawatan Rumah,144,240,96,28,17,-11,66.67%,
1,1535,,180,216,36,1,1,0,20.00%,
1,1546,Minuman,0,0,0,1,1,0,No,
1,1558,Kebutuhan Dapur,2124,1872,-252,23,27,4,No,
1,1564,Kebutuhan Cuci Baju,618,540,-78,16,19,3,No,
1,1585,Makanan & Susu Bayi,0,20,20,14,0,-14,100.00%,Yes
1,1587,Makanan & Susu Bayi,0,0,0,2,2,0,No,
1,1602,Kebersihan Badan,252,276,24,2,2,0,9.52%,
1,1606,Kebersihan Badan,72,72,0,11,11,0,No,
1,1607,Kebersihan Badan,0,0,0,82,82,0,No,
1,1609,Kebutuhan Cuci Baju,24,12,-12,1,2,1,No,
1,1611,Kebersihan Badan,48,48,0,15,15,0,No,
1,1612,Kebersihan Badan,144,144,0,13,13,0,No,
1,1619,Sarapan,48,48,0,31,31,0,No,
1,1623,Perawatan Rumah,264,312,48,64,55,-9,18.18%,
1,1624,Perawatan Rumah,312,348,36,6,6,0,11.54%,
1,1633,Kebersihan Badan,96,120,24,14,12,-2,25.00%,
1,1636,,528,576,48,42,39,-3,9.09%,
1,1637,Perawatan Mulut,240,288,48,43,36,-7,20.00%,
1,1643,,96,144,48,163,109,-54,50.00%,
1,1651,Kebutuhan Pokok,40,40,0,4,4,0,No,
1,1672,Sarapan,84,84,0,84,84,0,No,
1,1679,Sarapan,96,48,-48,16,32,16,No,
1,1680,Sarapan,0,0,0,2,2,0,No,
1,1683,Susu & Olahan Susu,24,12,-12,2,4,2,No,
1,1686,Alat Tulis Kantor,864,864,0,34,34,0,No,
1,1735,Bahan Masak & Bumbu,96,96,0,8,8,0,No,
1,1752,Tepung & Bahan Kue,132,168,36,91,72,-19,27.27%,
1,1771,Bahan Masak & Bumbu,288,288,0,14,14,0,No,
1,1774,Snack,1350,1620,270,4,4,0,20.00%,
1,1778,Kebutuhan Cuci Baju,60,60,0,19,19,0,No,
1,1779,Kebutuhan Cuci Baju,600,636,36,47,45,-2,6.00%,
1,1783,Kebutuhan Pokok,600,520,-80,1,2,1,No,
1,1784,Kebutuhan Pokok,0,0,0,14,14,0,No,
1,1785,Kebutuhan Pokok,360,360,0,4,4,0,No,
1,1791,Perawatan Rumah,504,600,96,16,14,-2,19.05%,
1,1802,Bahan Masak & Bumbu,30,30,0,12,12,0,No,
1,1812,Biskuit,80,40,-40,1,2,1,No,
1,1816,Bahan Masak & Bumbu,0,0,0,24,24,0,No,
1,1818,Bahan Masak & Bumbu,60,60,0,68,68,0,No,
1,1833,Kebutuhan Pokok,0,0,0,32,32,0,No,
1,1865,,240,360,120,5,4,-1,50.00%,
1,1896,Biskuit,0,360,360,14,0,-14,100.00%,Yes
1,1899,Cokelat,0,0,0,15,15,0,No,
1,1914,Kebutuhan Cuci Baju,0,0,0,31,31,0,No,
1,1947,Kebutuhan Ibu & Bayi,132,132,0,3,3,0,No,
1,1984,Tepung & Bahan Kue,792,576,-216,8,11,3,No,
1,2007,Kebutuhan Pokok,0,0,0,138,138,0,No,
1,2008,Bahan Masak & Bumbu,1056,1116,60,34,33,-1,5.68%,
1,2018,Bahan Masak & Bumbu,336,384,48,43,38,-5,14.29%,
1,2019,Bahan Masak & Bumbu,624,672,48,56,52,-4,7.69%,
1,2022,Kebersihan Badan,128,128,0,6,6,0,No,
1,2023,Kebersihan Badan,168,180,12,19,18,-1,7.14%,
1,2024,Kebersihan Badan,60,60,0,43,43,0,No,
1,2025,Kebersihan Badan,120,132,12,11,10,-1,10.00%,
1,2034,Kebersihan Badan,852,852,0,18,18,0,No,
1,2043,Bahan Masak & Bumbu,18,36,18,1,1,0,100.00%,
1,2064,Bahan Masak & Bumbu,864,1296,432,36,24,-12,50.00%,
1,2065,Bahan Masak & Bumbu,192,288,96,58,39,-19,50.00%,
1,2067,Bahan Masak & Bumbu,150,210,60,18,13,-5,40.00%,
1,2077,Cokelat,0,0,0,56,56,0,No,
1,2079,Cokelat,0,0,0,58,58,0,No,
1,2080,Shampoo & Conditioner,0,0,0,6,6,0,No,
1,2086,Biskuit,320,320,0,59,59,0,No,
1,2090,Permen,384,324,-60,1,2,1,No,
1,2091,Permen,0,0,0,52,52,0,No,
1,2093,Permen,168,216,48,1,1,0,28.57%,
1,2094,Permen,144,144,0,22,22,0,No,
1,2104,Susu & Olahan Susu,168,384,216,36,16,-20,128.57%,
1,2109,Biskuit,0,90,90,13,0,-13,100.00%,Yes
1,2118,Perawatan Mulut,264,240,-24,1,2,1,No,
1,2120,Permen,72,72,0,9,9,0,No,
1,2146,Obat-obatan,0,0,0,1,1,0,No,
1,2149,Bahan Masak & Bumbu,0,320,320,4,0,-4,100.00%,Yes
1,2162,Kebutuhan Pokok,0,0,0,91,91,0,No,
1,2167,Obat-obatan,0,0,0,1,1,0,No,
1,2168,Obat-obatan,48,60,12,30,24,-6,25.00%,
1,2183,Perawatan Mulut,162,162,0,7,7,0,No,
1,2184,Perawatan Mulut,432,468,36,54,50,-4,8.33%,
1,2185,Perawatan Mulut,0,0,0,1,1,0,No,
1,2186,,0,0,0,77,77,0,No,
1,2190,Biskuit,270,540,270,5,3,-2,100.00%,
1,2191,Minuman,72,180,108,60,24,-36,150.00%,
1,2204,Shampoo & Conditioner,72,72,0,20,20,0,No,
1,2211,Kebersihan Badan,108,120,12,43,39,-4,11.11%,
1,2212,Kebersihan Badan,120,144,24,11,10,-1,20.00%,
1,2217,Minuman,48,144,96,20,7,-13,200.00%,
1,2221,Minuman,24,72,48,2,1,-1,200.00%,
1,2223,Minuman,120,264,144,47,22,-25,120.00%,
1,2228,Sarapan,0,24,24,34,0,-34,100.00%,Yes
1,2229,Sarapan,60,60,0,2,2,0,No,
1,2232,Sarapan,740,860,120,5,5,0,16.22%,
1,2252,Minuman,12,0,-12,9,9,0,No,
1,2267,Sarapan,288,336,48,58,50,-8,16.67%,
1,2268,Minuman,0,0,0,2,2,0,No,
1,2272,Minuman,96,192,96,8,4,-4,100.00%,
1,2275,Minuman,48,108,60,16,8,-8,125.00%,
1,2286,Minuman,72,72,0,56,56,0,No,
1,2289,Kebersihan Badan,24,48,24,12,6,-6,100.00%,
1,2295,Perawatan Diri ,12,24,12,7,4,-3,100.00%,
1,2298,Shampoo & Conditioner,0,0,0,6,6,0,No,
1,2307,Perawatan Mulut,96,96,0,21,21,0,No,
1,2309,Perawatan Mulut,336,288,-48,21,25,4,No,
1,2323,Bahan Masak & Bumbu,0,10,10,23,0,-23,100.00%,Yes
1,2325,,96,168,72,1,1,0,75.00%,
1,2326,Snack,0,48,48,16,0,-16,100.00%,Yes
1,2327,Kebersihan Badan,96,96,0,23,23,0,No,
1,2333,Biskuit,96,264,168,203,74,-129,175.00%,
1,2351,Cokelat,0,0,0,174,174,0,No,
1,2355,Kebutuhan Pokok,12,48,36,31,8,-23,300.00%,
1,2358,Kebutuhan Pokok,60,84,24,44,32,-12,40.00%,
1,2360,Kebutuhan Pokok,60,105,45,81,47,-34,75.00%,
1,2372,Cokelat,0,0,0,3,3,0,No,
1,2373,Cokelat,0,0,0,6,6,0,No,
1,2377,Perawatan Diri ,1110,1290,180,2,2,0,16.22%,
1,2379,Perawatan Diri ,1704,1704,0,9,9,0,No,
1,2380,Perawatan Diri ,1032,1032,0,57,57,0,No,
1,2381,Perawatan Diri ,684,684,0,14,14,0,No,
1,2382,Kebutuhan Pokok,1944,1944,0,62,62,0,No,
1,2405,Perawatan Diri ,288,240,-48,23,28,5,No,
1,2411,Bahan Masak & Bumbu,0,0,0,26,26,0,No,
1,2418,Minuman,0,0,0,14,14,0,No,
1,2421,Minuman,576,840,264,22,16,-6,45.83%,
1,2434,Minuman,0,0,0,33,33,0,No,
1,2460,Elektronik,0,0,0,203,203,0,No,
1,2461,Elektronik,432,864,432,203,102,-101,100.00%,
1,2462,Snack,2820,2820,0,49,49,0,No,
1,2476,Elektronik,0,0,0,46,46,0,No,
1,2484,Snack,1116,1116,0,68,68,0,No,
1,2521,Cokelat,0,0,0,15,15,0,No,
1,2581,Vitamin,100,100,0,9,9,0,No,
1,2582,Vitamin,0,0,0,63,63,0,No,
1,2590,Perawatan Diri ,0,0,0,1,1,0,No,
1,2603,Biskuit,24,24,0,21,21,0,No,
1,2614,Snack,0,0,0,4,4,0,No,
1,2668,Alat Tulis Kantor,0,0,0,2,2,0,No,
1,2673,Sarapan,12,12,0,16,16,0,No,
1,2700,Kebutuhan Cuci Baju,636,570,-66,21,24,3,No,
1,2753,Snack,384,600,216,5,4,-1,56.25%,
1,2764,Susu & Olahan Susu,96,72,-24,23,31,8,No,
1,2788,Kebersihan Badan,84,84,0,1,1,0,No,
1,2789,Skincare,84,84,0,2,2,0,No,
1,2790,Kebersihan Badan,96,96,0,2,2,0,No,
1,2792,Kebersihan Badan,0,0,0,4,4,0,No,
1,2793,Skincare,0,0,0,8,8,0,No,
1,2809,Biskuit,60,80,20,29,22,-7,33.33%,
1,2827,Minuman,0,0,0,7,7,0,No,
1,2873,Sarapan,126,261,135,68,33,-35,107.14%,
1,2874,Sarapan,414,873,459,67,32,-35,110.87%,
1,2876,Sarapan,300,624,324,40,20,-20,108.00%,
1,2878,Susu & Olahan Susu,104,104,0,3,3,0,No,
1,2887,Makanan & Susu Bayi,132,180,48,65,48,-17,36.36%,
1,2888,Makanan & Susu Bayi,156,204,48,19,15,-4,30.77%,
1,2904,Kebutuhan Cuci Baju,204,216,12,25,24,-1,5.88%,
1,2906,Kebutuhan Cuci Baju,708,780,72,139,127,-12,10.17%,
1,2907,Kebutuhan Cuci Baju,228,246,18,54,51,-3,7.89%,
1,2909,Alat Tulis Kantor,120,72,-48,2,4,2,No,
1,2910,Sarapan,24,120,96,22,5,-17,400.00%,
1,2919,Kebutuhan Ibu & Bayi,60,48,-12,1,2,1,No,
1,2920,Tepung & Bahan Kue,240,192,-48,16,20,4,No,
1,2944,Bahan Masak & Bumbu,168,168,0,12,12,0,No,
1,2973,Minuman,0,10,10,11,0,-11,100.00%,Yes
1,2997,Perlengkapan Pesta,33,62,29,122,65,-57,87.88%,
1,3006,,48,96,48,6,3,-3,100.00%,
1,3035,Sarapan,180,380,200,2,1,-1,111.11%,
1,3037,Sarapan,0,20,20,5,0,-5,100.00%,Yes
1,3107,Tata Rumah,0,0,0,20,20,0,No,
1,3135,Cokelat,0,0,0,174,174,0,No,
1,3141,Biskuit,24,72,48,203,68,-135,200.00%,
1,3142,Biskuit,24,288,264,203,17,-186,1100.00%,
1,3353,Biskuit,0,228,228,60,0,-60,100.00%,Yes
1,3354,Cokelat,0,0,0,15,15,0,No,
1,3367,Bahan Masak & Bumbu,0,0,0,18,18,0,No,
1,3396,Perawatan Diri ,360,360,0,33,33,0,No,
1,3432,Biskuit,48,120,72,25,10,-15,150.00%,
1,3433,Biskuit,96,240,144,33,14,-19,150.00%,
1,3541,Permen,0,48,48,23,0,-23,100.00%,Yes
1,3573,Kebutuhan Pokok,1390,1390,0,9,9,0,No,
1,3577,Skincare,72,72,0,17,17,0,No,
1,3639,,48,48,0,7,7,0,No,
1,3643,Sarapan,120,264,144,13,6,-7,120.00%,
1,3664,Permen,48,48,0,9,9,0,No,
1,3675,Snack,96,144,48,4,3,-1,50.00%,
1,3676,Snack,0,96,96,62,0,-62,100.00%,Yes
1,3706,Obat-obatan,24,24,0,5,5,0,No,
1,3709,Vitamin,100,100,0,14,14,0,No,
1,3727,Kebutuhan Pokok,200,280,80,1,1,0,40.00%,
1,3732,Biskuit,60,120,60,57,29,-28,100.00%,
1,3764,Kebutuhan Ibu & Bayi,204,204,0,4,4,0,No,
1,3765,Kebutuhan Ibu & Bayi,240,240,0,5,5,0,No,
1,3796,Tepung & Bahan Kue,840,840,0,22,22,0,No,
1,3813,Make Up,20,27,7,1,1,0,35.00%,
1,3859,Susu & Olahan Susu,24,24,0,12,12,0,No,
1,3913,Sarapan,192,312,120,42,26,-16,62.50%,
1,3918,Bahan Masak & Bumbu,144,0,-144,6,6,0,No,
1,3920,,288,288,0,29,29,0,No,
1,3984,Susu & Olahan Susu,0,0,0,3,3,0,No,
1,3993,Snack,0,0,0,34,34,0,No,
1,4020,Kebutuhan Pokok,52,52,0,68,68,0,No,
1,4022,Kebutuhan Pokok,0,0,0,179,179,0,No,
1,4146,Kebersihan Badan,12,24,12,24,12,-12,100.00%,
1,4153,Shampoo & Conditioner,192,192,0,178,178,0,No,
1,4155,Perawatan Diri ,48,48,0,22,22,0,No,
1,4183,Kebutuhan Ibu & Bayi,176,168,-8,8,9,1,No,
1,4184,Kebutuhan Ibu & Bayi,0,0,0,8,8,0,No,
1,4200,Susu & Olahan Susu,0,0,0,8,8,0,No,
1,4227,Perawatan Mulut,0,0,0,12,12,0,No,
1,4240,Obat-obatan,66,66,0,3,3,0,No,
1,4304,Kebersihan Badan,216,216,0,4,4,0,No,
1,4315,Gas & Air Galon,0,20532,20532,58,0,-58,100.00%,Yes
1,4320,Kebutuhan Pokok,498,498,0,15,15,0,No,
1,4344,Makanan & Susu Bayi,0,0,0,2,2,0,No,
1,4345,Makanan & Susu Bayi,0,0,0,3,3,0,No,
1,4347,Makanan & Susu Bayi,0,24,24,63,0,-63,100.00%,Yes
1,4357,Snack,0,0,0,22,22,0,No,
1,4359,,0,0,0,4,4,0,No,
1,4395,Perawatan Hewan,96,96,0,4,4,0,No,
1,4400,Elektronik,336,408,72,11,10,-1,21.43%,
1,4426,Kebutuhan Pokok,0,0,0,17,17,0,No,
1,4446,Snack,1860,1440,-420,3,4,1,No,
1,4447,Snack,810,810,0,59,59,0,No,
1,4449,Snack,510,510,0,2,2,0,No,
1,4451,Snack,0,0,0,9,9,0,No,
1,4459,Minuman,24,144,120,6,1,-5,500.00%,
1,4461,Minuman,0,24,24,8,0,-8,100.00%,Yes
1,4462,Minuman,120,216,96,16,9,-7,80.00%,
1,4467,Makanan & Susu Bayi,0,0,0,4,4,0,No,
1,4468,Makanan & Susu Bayi,24,24,0,24,24,0,No,
1,4471,Makanan & Susu Bayi,0,0,0,9,9,0,No,
1,4489,Makanan & Susu Bayi,36,36,0,11,11,0,No,
1,4490,Makanan & Susu Bayi,0,0,0,9,9,0,No,
1,4495,Obat-obatan,72,144,72,72,36,-36,100.00%,
1,4497,Obat-obatan,0,0,0,3,3,0,No,
1,4498,,36,72,36,77,39,-38,100.00%,
1,4516,Sarapan,0,0,0,10,10,0,No,
1,4529,Biskuit,24,48,24,110,55,-55,100.00%,
1,4533,Biskuit,96,156,60,41,26,-15,62.50%,
1,4540,Bahan Masak & Bumbu,0,24,24,3,0,-3,100.00%,Yes
1,4542,Bahan Masak & Bumbu,480,1320,840,193,71,-122,175.00%,
1,4586,Sarapan,0,0,0,33,33,0,No,
1,4589,Kebutuhan Pokok,12,12,0,4,4,0,No,
1,4618,Tepung & Bahan Kue,0,0,0,11,11,0,No,
1,4620,Kebutuhan Cuci Baju,2388,2130,-258,2,3,1,No,
1,4625,,132,150,18,92,81,-11,13.64%,
1,4639,Kebutuhan Dapur,444,384,-60,5,6,1,No,
1,4641,Kebersihan Badan,816,732,-84,3,4,1,No,
1,4655,Kebersihan Badan,0,24,24,34,0,-34,100.00%,Yes
1,4656,Kebersihan Badan,48,72,24,7,5,-2,50.00%,
1,4679,Obat-obatan,24,72,48,51,17,-34,200.00%,
1,4681,Perawatan Rumah,320,240,-80,3,4,1,No,
1,4692,,0,36,36,15,0,-15,100.00%,Yes
1,4708,Kebersihan Badan,0,0,0,7,7,0,No,
1,4736,Sarapan,0,60,60,63,0,-63,100.00%,Yes
1,4737,Biskuit,72,144,72,5,3,-2,100.00%,
1,4738,Biskuit,0,0,0,4,4,0,No,
1,4743,Permen,0,120,120,12,0,-12,100.00%,Yes
1,4746,Kebutuhan Pokok,0,0,0,3,3,0,No,
1,4786,,12,36,24,110,37,-73,200.00%,
1,4802,Bahan Masak & Bumbu,132,84,-48,166,261,95,No,
1,4818,Tepung & Bahan Kue,36,36,0,12,12,0,No,
1,4819,Tepung & Bahan Kue,0,0,0,53,53,0,No,
1,4872,Kebutuhan Pokok,0,0,0,27,27,0,No,
1,4876,Vitamin,48,24,-24,7,14,7,No,
1,4879,Snack,250,450,200,5,3,-2,80.00%,
1,4922,,0,0,0,149,149,0,No,
1,4942,Susu & Olahan Susu,0,0,0,133,133,0,No,
1,4943,Susu & Olahan Susu,0,0,0,189,189,0,No,
1,4945,Snack,216,216,0,23,23,0,No,
1,4958,Susu & Olahan Susu,0,0,0,203,203,0,No,
1,4987,Kebutuhan Ibu & Bayi,0,0,0,29,29,0,No,
1,5030,Bahan Masak & Bumbu,60,192,132,7,3,-4,220.00%,
1,5057,Susu & Olahan Susu,0,0,0,99,99,0,No,
1,5058,Susu & Olahan Susu,120,156,36,5,4,-1,30.00%,
1,5065,Obat-obatan,24,96,72,152,38,-114,300.00%,
1,5073,Make Up,48,60,12,38,31,-7,25.00%,
1,5074,Makanan & Susu Bayi,72,24,-48,6,18,12,No,
1,5075,Makanan & Susu Bayi,0,0,0,19,19,0,No,
1,5097,Bahan Masak & Bumbu,432,624,192,106,74,-32,44.44%,
1,5099,Obat-obatan,0,0,0,4,4,0,No,
1,5121,Bahan Masak & Bumbu,0,0,0,1,1,0,No,
1,5123,Susu & Olahan Susu,0,0,0,1,1,0,No,
1,5131,Snack,30,30,0,10,10,0,No,
1,5132,Snack,0,0,0,20,20,0,No,
1,5133,Snack,0,0,0,11,11,0,No,
1,5136,Kebutuhan Ibu & Bayi,0,0,0,2,2,0,No,
1,5163,,36,72,36,6,3,-3,100.00%,
1,5211,Bahan Masak & Bumbu,0,0,0,5,5,0,No,
1,5212,Bahan Masak & Bumbu,181,181,0,24,24,0,No,
1,5364,Snack,60,90,30,12,8,-4,50.00%,
1,5367,Snack,120,150,30,1,1,0,25.00%,
1,5368,Obat-obatan,0,0,0,17,17,0,No,
1,5419,Biskuit,0,0,0,31,31,0,No,
1,5421,Makanan & Susu Bayi,48,72,24,23,16,-7,50.00%,
1,5439,Perawatan Hewan,24,60,36,32,13,-19,150.00%,
1,5476,Sarapan,72,72,0,5,5,0,No,
1,5480,Cokelat,0,0,0,30,30,0,No,
1,5481,Snack,1650,1500,-150,87,96,9,No,
1,5504,Kebutuhan Cuci Baju,264,264,0,40,40,0,No,
1,5508,Perawatan Rumah,36,0,-36,2,2,0,No,
1,5542,Perawatan Mulut,0,0,0,1,1,0,No,
1,5545,Perawatan Diri ,24,24,0,47,47,0,No,
1,5610,Sarapan,0,0,0,13,13,0,No,
1,5613,Bahan Masak & Bumbu,324,288,-36,2,3,1,No,
1,5614,Bahan Masak & Bumbu,624,672,48,70,65,-5,7.69%,
1,5657,Sarapan,60,140,80,7,3,-4,133.33%,
1,5674,Susu & Olahan Susu,0,0,0,6,6,0,No,
1,5689,Bahan Masak & Bumbu,36,72,36,6,3,-3,100.00%,
1,5700,Snack,264,432,168,4,3,-1,63.64%,
1,5702,Kebutuhan Cuci Baju,3930,3570,-360,51,57,6,No,
1,5706,Bahan Masak & Bumbu,0,0,0,60,60,0,No,
1,5711,Kebutuhan Ibu & Bayi,0,0,0,2,2,0,No,
1,5731,Snack,0,0,0,96,96,0,No,
1,5748,Kebersihan Wajah,96,168,72,69,40,-29,75.00%,
1,5750,Kebersihan Wajah,0,0,0,15,15,0,No,
1,5778,Biskuit,0,90,90,1,0,-1,100.00%,Yes
1,5836,Snack,36,12,-24,3,9,6,No,
1,5857,Snack,852,636,-216,2,3,1,No,
1,5890,Alat Tulis Kantor,0,0,0,1,1,0,No,
1,5898,Makanan & Susu Bayi,84,84,0,17,17,0,No,
1,5909,Snack,92,46,-46,3,6,3,No,
1,5952,Minuman,0,0,0,1,1,0,No,
1,5959,Minuman,0,0,0,4,4,0,No,
1,5960,Minuman,0,0,0,14,14,0,No,
1,5973,Obat-obatan,0,0,0,11,11,0,No,
