cycle,Product ID,L1 Category,OLD,NEW,New-Old RL Qty,#Hub OOS karena WH,# New Hub OOS,Improvement in Hub OOS #,Verdict can we reduce oos potential?,Verdict can we mitigate oos?
1,5983,Susu & Olahan Susu,96,96,0,3,3,0,No,
1,6009,Makanan & Susu Bayi,0,0,0,43,43,0,No,
1,6017,Makanan & Susu Bayi,0,0,0,6,6,0,No,
1,6018,Makanan & Susu Bayi,24,24,0,7,7,0,No,
1,6019,Makanan & Susu Bayi,0,0,0,2,2,0,No,
1,6022,Makanan & Susu Bayi,40,80,40,4,2,-2,100.00%,
1,6054,Vitamin,0,50,50,4,0,-4,100.00%,Yes
1,6131,Produk 21+,130,100,-30,1,2,1,No,
1,6176,Kebutuhan Cuci Baju,180,252,72,24,18,-6,40.00%,
1,6181,Minuman,0,0,0,3,3,0,No,
1,6187,Minuman,144,192,48,1,1,0,33.33%,
1,6188,Minuman,0,96,96,1,0,-1,100.00%,Yes
1,6189,Minuman,0,264,264,12,0,-12,100.00%,Yes
1,6199,Biskuit,520,960,440,52,29,-23,84.62%,
1,6200,Biskuit,36,792,756,117,6,-111,2100.00%,
1,6264,Snack,36,72,36,1,1,0,100.00%,
1,6285,Vitamin,0,0,0,36,36,0,No,
1,6296,Biskuit,80,80,0,18,18,0,No,
1,6359,Kebutuhan Cuci Baju,228,228,0,1,1,0,No,
1,6403,Perawatan Hewan,456,456,0,19,19,0,No,
1,6405,Perawatan Hewan,288,288,0,9,9,0,No,
1,6469,Perawatan Diri ,720,720,0,30,30,0,No,
1,6470,Perawatan Diri ,832,832,0,2,2,0,No,
1,6471,Perawatan Diri ,656,656,0,36,36,0,No,
1,6491,Susu & Olahan Susu,0,0,0,161,161,0,No,
1,6492,Susu & Olahan Susu,0,0,0,90,90,0,No,
1,6494,Susu & Olahan Susu,0,0,0,88,88,0,No,
1,6518,Bahan Masak & Bumbu,480,960,480,134,67,-67,100.00%,
1,6520,Bahan Masak & Bumbu,144,336,192,30,13,-17,133.33%,
1,6533,Susu & Olahan Susu,364,364,0,2,2,0,No,
1,6534,Susu & Olahan Susu,280,280,0,2,2,0,No,
1,6546,Kebutuhan Ibu & Bayi,176,176,0,2,2,0,No,
1,6547,Kebutuhan Ibu & Bayi,144,144,0,55,55,0,No,
1,6553,Snack,350,500,150,1,1,0,42.86%,
1,6561,Sarapan,108,198,90,15,9,-6,83.33%,
1,6566,Cokelat,0,0,0,5,5,0,No,
1,6567,Cokelat,0,0,0,4,4,0,No,
1,6570,Sarapan,0,0,0,2,2,0,No,
1,6573,Biskuit,80,80,0,7,7,0,No,
1,6578,Snack,1170,1170,0,42,42,0,No,
1,6582,Snack,240,360,120,26,18,-8,50.00%,
1,6587,Kebutuhan Ibu & Bayi,0,0,0,10,10,0,No,
1,6595,Makanan & Susu Bayi,12,12,0,6,6,0,No,
1,6608,Snack,0,0,0,6,6,0,No,
1,6649,Susu & Olahan Susu,0,216,216,42,0,-42,100.00%,Yes
1,6657,Sarapan,50,150,100,9,3,-6,200.00%,
1,6710,Susu & Olahan Susu,24,24,0,2,2,0,No,
1,6765,Bahan Masak & Bumbu,0,0,0,3,3,0,No,
1,6786,Perawatan Rumah,36,108,72,1,1,0,200.00%,
1,6807,Biskuit,0,24,24,35,0,-35,100.00%,Yes
1,6816,Snack,72,48,-24,57,86,29,No,
1,6846,Susu & Olahan Susu,0,0,0,91,91,0,No,
1,6871,Snack,0,0,0,14,14,0,No,
1,6872,Biskuit,0,72,72,2,0,-2,100.00%,Yes
1,6873,Biskuit,0,0,0,147,147,0,No,
1,6881,Kebutuhan Pokok,1224,1064,-160,8,10,2,No,
1,6898,Bahan Masak & Bumbu,288,0,-288,1,1,0,No,
1,6899,Bahan Masak & Bumbu,0,0,0,15,15,0,No,
1,6904,Tepung & Bahan Kue,160,0,-160,1,1,0,No,
1,6932,Skincare,0,0,0,14,14,0,No,
1,6933,Kebersihan Wajah,96,96,0,132,132,0,No,
1,6956,Susu & Olahan Susu,120,84,-36,2,3,1,No,
1,6963,Tepung & Bahan Kue,192,216,24,105,94,-11,12.50%,
1,6965,Kebutuhan Ibu & Bayi,124,108,-16,41,48,7,No,
1,6966,Kebutuhan Ibu & Bayi,44,36,-8,32,40,8,No,
1,6967,Kebutuhan Ibu & Bayi,228,228,0,35,35,0,No,
1,7058,Snack,0,0,0,4,4,0,No,
1,7068,Bahan Masak & Bumbu,456,1080,624,150,64,-86,136.84%,
1,7069,,0,0,0,6,6,0,No,
1,7072,Shampoo & Conditioner,168,120,-48,7,10,3,No,
1,7073,Shampoo & Conditioner,24,24,0,5,5,0,No,
1,7122,Gas & Air Galon,0,1202,1202,32,0,-32,100.00%,Yes
1,7124,Sarapan,60,180,120,168,56,-112,200.00%,
1,7153,Kebersihan Badan,24,36,12,8,6,-2,50.00%,
1,7272,Tepung & Bahan Kue,48,48,0,3,3,0,No,
1,7282,Biskuit,72,216,144,8,3,-5,200.00%,
1,7293,Bahan Masak & Bumbu,840,720,-120,8,10,2,No,
1,7469,Perawatan Rumah,84,96,12,68,60,-8,14.29%,
1,7609,Bahan Masak & Bumbu,0,0,0,32,32,0,No,
1,7782,Makanan & Susu Bayi,156,216,60,16,12,-4,38.46%,
1,7783,Minuman,0,48,48,1,0,-1,100.00%,Yes
1,7863,,930,1014,84,139,128,-11,9.03%,
1,7864,,1002,1098,96,142,130,-12,9.58%,
1,7942,Kebutuhan Cuci Baju,0,0,0,23,23,0,No,
1,7943,Kebutuhan Cuci Baju,102,102,0,41,41,0,No,
1,8227,Kebersihan Badan,96,96,0,27,27,0,No,
1,8234,Kebutuhan Pokok,6080,6080,0,129,129,0,No,
1,8291,Snack,0,24,24,7,0,-7,100.00%,Yes
1,8327,Sarapan,0,0,0,10,10,0,No,
1,8399,Kebersihan Badan,72,72,0,22,22,0,No,
1,8465,Snack,40,100,60,6,3,-3,150.00%,
1,8504,Kebersihan Badan,300,336,36,23,21,-2,12.00%,
1,8589,Minuman,0,0,0,2,2,0,No,
1,8711,Makanan & Susu Bayi,0,0,0,9,9,0,No,
1,8746,Snack,310,340,30,24,22,-2,9.68%,
1,8747,Snack,270,290,20,28,27,-1,7.41%,
1,8758,Susu & Olahan Susu,0,0,0,28,28,0,No,
1,8784,Makanan & Susu Bayi,0,0,0,18,18,0,No,
1,8791,Kebutuhan Ibu & Bayi,128,128,0,13,13,0,No,
1,8798,Shampoo & Conditioner,0,0,0,1,1,0,No,
1,8817,,60,60,0,13,13,0,No,
1,8860,Bahan Masak & Bumbu,40,30,-10,25,34,9,No,
1,8870,,0,0,0,119,119,0,No,
1,8896,Perlengkapan Pakaian ,0,12,12,7,0,-7,100.00%,Yes
1,8902,Bahan Masak & Bumbu,600,1416,816,60,26,-34,136.00%,
1,8930,Makanan & Susu Bayi,0,0,0,12,12,0,No,
1,8932,Makanan & Susu Bayi,0,0,0,13,13,0,No,
1,8969,Makanan & Susu Bayi,72,84,12,4,4,0,16.67%,
1,8976,Bahan Masak & Bumbu,0,0,0,1,1,0,No,
1,9085,Kebutuhan Ibu & Bayi,0,72,72,46,0,-46,100.00%,Yes
1,9124,,0,0,0,19,19,0,No,
1,9172,Kebutuhan Pokok,0,0,0,12,12,0,No,
1,9207,Kebutuhan Pokok,100,140,40,131,94,-37,40.00%,
1,9230,Perawatan Diri ,0,0,0,116,116,0,No,
1,9231,Perawatan Diri ,0,0,0,63,63,0,No,
1,9343,Biskuit,18,36,18,75,38,-37,100.00%,
1,9569,Alat Kesehatan,288,384,96,26,20,-6,33.33%,
1,9651,Alat Kesehatan,0,0,0,7,7,0,No,
1,9729,Biskuit,70,70,0,3,3,0,No,
1,9766,Perlengkapan Pesta,0,0,0,5,5,0,No,
1,9776,Perawatan Rumah,120,120,0,8,8,0,No,
1,9944,Kebutuhan Ibu & Bayi,24,24,0,1,1,0,No,
1,9945,Kebutuhan Ibu & Bayi,36,12,-24,2,6,4,No,
1,9949,Kebutuhan Ibu & Bayi,0,0,0,47,47,0,No,
1,9958,Perawatan Rumah,20,36,16,1,1,0,80.00%,
1,9959,Kebutuhan Cuci Baju,180,204,24,7,7,0,13.33%,
1,9960,Kebutuhan Cuci Baju,96,102,6,11,11,0,6.25%,
1,9961,Perawatan Rumah,264,264,0,2,2,0,No,
1,10061,Perawatan Rumah,0,0,0,23,23,0,No,
1,10230,Perawatan Mulut,0,0,0,3,3,0,No,
1,10280,Bahan Masak & Bumbu,48,0,-48,1,1,0,No,
1,10295,Kebersihan Badan,222,191,-31,20,24,4,No,
1,10348,Biskuit,12,24,12,19,10,-9,100.00%,
1,10356,Kebersihan Badan,168,192,24,4,4,0,14.29%,
1,10357,Kebersihan Badan,72,84,12,17,15,-2,16.67%,
1,10384,Alat Kesehatan,0,0,0,8,8,0,No,
1,10410,Perawatan Mulut,48,48,0,6,6,0,No,
1,10481,Bahan Masak & Bumbu,0,0,0,2,2,0,No,
1,10601,Kebersihan Badan,24,36,12,5,4,-1,50.00%,
1,10620,Vitamin,0,0,0,4,4,0,No,
1,10733,Shampoo & Conditioner,49,49,0,8,8,0,No,
1,10758,Perawatan Hewan,24,60,36,1,1,0,150.00%,
1,10832,Kebutuhan Ibu & Bayi,132,120,-12,2,3,1,No,
1,10833,Kebutuhan Ibu & Bayi,96,48,-48,1,2,1,No,
1,10854,Kebutuhan Ibu & Bayi,60,48,-12,2,3,1,No,
1,10858,Kebutuhan Ibu & Bayi,84,72,-12,4,5,1,No,
1,10868,Sarapan,0,0,0,35,35,0,No,
1,10894,Vitamin,0,0,0,3,3,0,No,
1,10895,Vitamin,0,0,0,1,1,0,No,
1,10911,Sarapan,48,24,-24,1,2,1,No,
1,10912,Minuman,0,0,0,68,68,0,No,
1,10934,Sarapan,240,240,0,82,82,0,No,
1,10951,Kebutuhan Ibu & Bayi,0,0,0,120,120,0,No,
1,10965,Kebutuhan Ibu & Bayi,25,0,-25,27,27,0,No,
1,10966,Kebutuhan Ibu & Bayi,46,46,0,3,3,0,No,
1,10970,Perawatan Hewan,480,480,0,28,28,0,No,
1,11263,Perawatan Diri ,0,0,0,37,37,0,No,
1,11265,Kebutuhan Cuci Baju,60,48,-12,2,3,1,No,
1,11269,,186,204,18,47,43,-4,9.68%,
1,11278,Kebutuhan Cuci Baju,0,0,0,15,15,0,No,
1,11279,Kebutuhan Cuci Baju,162,132,-30,2,3,1,No,
1,11320,Minuman,24,48,24,1,1,0,100.00%,
1,11328,Minuman,72,96,24,109,82,-27,33.33%,
1,11368,Snack,75,125,50,20,12,-8,66.67%,
1,11385,Kebutuhan Dapur,60,48,-12,4,5,1,No,
1,11398,Kebutuhan Dapur,0,0,0,31,31,0,No,
1,11401,Bahan Masak & Bumbu,0,0,0,109,109,0,No,
1,11405,Bahan Masak & Bumbu,0,240,240,172,0,-172,100.00%,Yes
1,11433,Kebutuhan Ibu & Bayi,88,108,20,13,11,-2,22.73%,
1,11434,Kebutuhan Ibu & Bayi,0,0,0,28,28,0,No,
1,11441,Kebutuhan Ibu & Bayi,96,96,0,52,52,0,No,
1,11442,Kebutuhan Ibu & Bayi,4,4,0,20,20,0,No,
1,11467,Snack,40,0,-40,1,1,0,No,
1,11481,Perawatan Hewan,192,192,0,3,3,0,No,
1,11486,Perawatan Hewan,36,36,0,4,4,0,No,
1,11488,Perawatan Hewan,0,0,0,56,56,0,No,
1,11497,Skincare,15,15,0,5,5,0,No,
1,11507,Kebutuhan Ibu & Bayi,24,24,0,9,9,0,No,
1,11540,Minuman,0,0,0,2,2,0,No,
1,11582,Kebutuhan Pokok,12,12,0,9,9,0,No,
1,11584,Kebutuhan Cuci Baju,366,324,-42,24,28,4,No,
1,11589,Kebutuhan Cuci Baju,0,0,0,6,6,0,No,
1,11591,Kebutuhan Cuci Baju,192,156,-36,20,25,5,No,
1,11598,,120,132,12,57,52,-5,10.00%,
1,11603,Kebutuhan Cuci Baju,540,480,-60,39,44,5,No,
1,11606,Kebutuhan Cuci Baju,240,276,36,33,29,-4,15.00%,
1,11612,Kebutuhan Cuci Baju,24,12,-12,10,20,10,No,
1,11614,Kebutuhan Cuci Baju,12,0,-12,5,5,0,No,
1,11617,Kebutuhan Cuci Baju,228,204,-24,10,12,2,No,
1,11618,Kebutuhan Cuci Baju,0,0,0,1,1,0,No,
1,11620,Kebutuhan Cuci Baju,36,36,0,2,2,0,No,
1,11748,Shampoo & Conditioner,96,72,-24,44,59,15,No,
1,11749,Kebutuhan Ibu & Bayi,588,588,0,29,29,0,No,
1,11779,Kebutuhan Cuci Baju,192,216,24,26,24,-2,12.50%,
1,11783,Kebutuhan Cuci Baju,0,0,0,17,17,0,No,
1,11784,Kebutuhan Cuci Baju,84,96,12,5,5,0,14.29%,
1,11786,Kebutuhan Cuci Baju,12,12,0,4,4,0,No,
1,11789,Kebutuhan Cuci Baju,108,126,18,10,9,-1,16.67%,
1,11790,Kebutuhan Cuci Baju,168,192,24,73,64,-9,14.29%,
1,11867,Vitamin,25,25,0,7,7,0,No,
1,11871,Sarapan,0,0,0,17,17,0,No,
1,11934,Tepung & Bahan Kue,0,0,0,1,1,0,No,
1,11961,Bahan Masak & Bumbu,0,0,0,15,15,0,No,
1,11966,Bahan Masak & Bumbu,0,84,84,8,0,-8,100.00%,Yes
1,11967,Bahan Masak & Bumbu,0,240,240,62,0,-62,100.00%,Yes
1,11969,Bahan Masak & Bumbu,0,0,0,22,22,0,No,
1,11971,Bahan Masak & Bumbu,0,83,83,26,0,-26,100.00%,Yes
1,11993,Bahan Masak & Bumbu,0,0,0,30,30,0,No,
1,12006,Kebutuhan Pokok,0,0,0,6,6,0,No,
1,12008,Tepung & Bahan Kue,0,0,0,1,1,0,No,
1,12073,Snack,0,0,0,19,19,0,No,
1,12074,Snack,24,24,0,2,2,0,No,
1,12124,Perawatan Diri ,126,126,0,23,23,0,No,
1,12147,Bahan Masak & Bumbu,120,168,48,112,80,-32,40.00%,
1,12216,Alat Kesehatan,0,0,0,1,1,0,No,
1,12217,Alat Kesehatan,0,0,0,4,4,0,No,
1,12259,Biskuit,0,0,0,3,3,0,No,
1,12307,Biskuit,144,144,0,15,15,0,No,
1,12308,Biskuit,64,64,0,7,7,0,No,
1,12337,Biskuit,0,0,0,12,12,0,No,
1,12338,Biskuit,0,0,0,6,6,0,No,
1,12451,Kebersihan Wajah,0,24,24,27,0,-27,100.00%,Yes
1,12452,Make Up,0,0,0,11,11,0,No,
1,12508,Perawatan Mulut,48,48,0,29,29,0,No,
1,12553,Obat-obatan,0,0,0,51,51,0,No,
1,12640,Snack,0,0,0,88,88,0,No,
1,12657,Makanan & Susu Bayi,0,0,0,1,1,0,No,
1,12725,Shampoo & Conditioner,0,0,0,15,15,0,No,
1,12736,Perawatan Rumah,0,0,0,26,26,0,No,
1,12750,Perawatan Rumah,132,120,-12,3,4,1,No,
1,12832,Perawatan Mulut,0,0,0,80,80,0,No,
1,12860,Snack,0,0,0,1,1,0,No,
1,12862,Snack,0,0,0,40,40,0,No,
1,12867,Snack,0,0,0,2,2,0,No,
1,12883,Sarapan,0,0,0,6,6,0,No,
1,12897,,0,12,12,20,0,-20,100.00%,Yes
1,12935,Susu & Olahan Susu,48,48,0,34,34,0,No,
1,12945,Tepung & Bahan Kue,20,20,0,29,29,0,No,
1,12969,Kebersihan Badan,132,132,0,80,80,0,No,
1,12970,Kebersihan Badan,132,132,0,105,105,0,No,
1,13110,Kebersihan Badan,36,36,0,2,2,0,No,
1,13251,Snack,38,38,0,54,54,0,No,
1,13253,,185,172,-13,71,77,6,No,
1,13255,Snack,0,0,0,21,21,0,No,
1,13257,,37,0,-37,4,4,0,No,
1,13316,Kebutuhan Pokok,171,171,0,16,16,0,No,
1,13343,Kebersihan Badan,40,40,0,8,8,0,No,
1,13446,Biskuit,0,0,0,7,7,0,No,
1,13479,Perawatan Rumah,0,0,0,2,2,0,No,
1,13570,Sarapan,84,60,-24,17,24,7,No,
1,13648,Sarapan,12,12,0,18,18,0,No,
1,13771,Skincare,0,0,0,11,11,0,No,
1,13877,Perawatan Diri ,32,32,0,6,6,0,No,
1,13902,Perawatan Rumah,12,24,12,33,17,-16,100.00%,
1,13903,Perawatan Rumah,84,84,0,83,83,0,No,
1,13904,Perawatan Rumah,324,192,-132,74,125,51,No,
1,13997,Shampoo & Conditioner,0,0,0,16,16,0,No,
1,14057,Shampoo & Conditioner,135,148,13,11,11,0,9.63%,
1,14239,Perawatan Rumah,72,72,0,75,75,0,No,
1,14375,Perawatan Hewan,0,24,24,3,0,-3,100.00%,Yes
1,14381,Biskuit,0,0,0,1,1,0,No,
1,14405,Perawatan Mulut,96,96,0,2,2,0,No,
1,14416,Perawatan Mulut,0,0,0,4,4,0,No,
1,14417,Perawatan Mulut,48,48,0,27,27,0,No,
1,14437,Cokelat,0,0,0,1,1,0,No,
1,14441,Cokelat,0,0,0,34,34,0,No,
1,14444,Cokelat,0,0,0,184,184,0,No,
1,14460,Snack,960,504,-456,1,2,1,No,
1,14479,Kebutuhan Pokok,0,0,0,15,15,0,No,
1,14483,Kebutuhan Pokok,0,0,0,16,16,0,No,
1,14484,Kebutuhan Pokok,40,40,0,21,21,0,No,
1,14488,Kebersihan Badan,360,324,-36,12,14,2,No,
1,14493,Perlengkapan Pakaian ,48,48,0,11,11,0,No,
1,14494,Perlengkapan Pakaian ,0,0,0,26,26,0,No,
1,14536,Minuman,0,0,0,40,40,0,No,
1,14538,Minuman,0,0,0,16,16,0,No,
1,14539,Minuman,72,24,-48,5,15,10,No,
1,14544,Minuman,0,0,0,16,16,0,No,
1,14552,Bahan Masak & Bumbu,0,0,0,17,17,0,No,
1,14595,Perawatan Mulut,0,48,48,5,0,-5,100.00%,Yes
1,14691,Alat Kesehatan,150,200,50,100,75,-25,33.33%,
1,14768,Biskuit,10,0,-10,11,11,0,No,
1,14809,Minuman,72,96,24,62,47,-15,33.33%,
1,14812,Kebutuhan Pokok,0,0,0,53,53,0,No,
1,14825,Minuman,0,120,120,4,0,-4,100.00%,Yes
1,14859,Biskuit,320,320,0,1,1,0,No,
1,14898,Kebutuhan Pokok,750,1110,360,9,7,-2,48.00%,
1,14905,Bahan Masak & Bumbu,64,64,0,5,5,0,No,
1,14943,Perawatan Rumah,93,40,-53,1,3,2,No,
1,14994,Shampoo & Conditioner,0,0,0,5,5,0,No,
1,15008,,7,9,2,5,4,-1,28.57%,
1,15010,,48,46,-2,1,2,1,No,
1,15028,Tepung & Bahan Kue,48,168,120,146,42,-104,250.00%,
1,15048,Kebersihan Wajah,0,0,0,1,1,0,No,
1,15075,Kebutuhan Cuci Baju,378,378,0,69,69,0,No,
1,15077,Kebutuhan Cuci Baju,468,468,0,52,52,0,No,
1,15118,Kebutuhan Cuci Baju,390,330,-60,1,2,1,No,
1,15130,Perawatan Diri ,0,0,0,56,56,0,No,
1,15146,Perawatan Diri ,48,48,0,3,3,0,No,
1,15188,Permen,36,108,72,6,2,-4,200.00%,
1,15310,Minuman,0,0,0,61,61,0,No,
1,15366,Kebutuhan Ibu & Bayi,96,72,-24,24,32,8,No,
1,15369,Kebutuhan Ibu & Bayi,144,120,-24,56,68,12,No,
1,15371,Kebutuhan Ibu & Bayi,348,396,48,22,20,-2,13.79%,
1,15509,Tata Rumah,10,30,20,11,4,-7,200.00%,
1,15512,Perawatan Rumah,0,66,66,1,0,-1,100.00%,Yes
1,15554,Kebutuhan Pokok,48,48,0,12,12,0,No,
1,15569,,24,24,0,7,7,0,No,
1,15624,Bahan Masak & Bumbu,1032,1128,96,85,78,-7,9.30%,
1,15633,Bahan Masak & Bumbu,0,0,0,26,26,0,No,
1,15641,Kebutuhan Pokok,468,468,0,1,1,0,No,
1,15826,Kebutuhan Cuci Baju,12,12,0,5,5,0,No,
1,15832,Kebutuhan Pokok,120,120,0,60,60,0,No,
1,15835,Kebutuhan Pokok,40,40,0,3,3,0,No,
1,15917,Sarapan,0,0,0,8,8,0,No,
1,15953,Kebutuhan Cuci Baju,352,312,-40,13,15,2,No,
1,15954,Kebutuhan Cuci Baju,156,132,-24,8,10,2,No,
1,16120,Cokelat,0,0,0,7,7,0,No,
1,16156,Perawatan Rumah,0,0,0,56,56,0,No,
1,16157,Perawatan Rumah,24,24,0,48,48,0,No,
1,16169,Perawatan Rumah,0,0,0,65,65,0,No,
1,16441,Biskuit,48,48,0,12,12,0,No,
1,16473,Kebersihan Wajah,96,72,-24,3,4,1,No,
1,16518,Kebersihan Badan,132,120,-12,5,6,1,No,
1,16520,Kebersihan Badan,1152,1044,-108,3,4,1,No,
1,16540,Kebersihan Badan,0,0,0,21,21,0,No,
1,16587,Bahan Masak & Bumbu,48,144,96,1,1,0,200.00%,
1,16645,Permen,0,0,0,7,7,0,No,
1,16759,Kebutuhan Ibu & Bayi,96,84,-12,17,20,3,No,
1,16867,Snack,180,240,60,42,32,-10,33.33%,
1,16885,Snack,132,132,0,5,5,0,No,
1,16990,Obat-obatan,0,0,0,4,4,0,No,
1,17258,Minuman,0,0,0,18,18,0,No,
1,17290,Perawatan Rumah,0,0,0,14,14,0,No,
1,17342,Perawatan Rumah,0,0,0,1,1,0,No,
1,17361,Makanan & Susu Bayi,40,40,0,6,6,0,No,
1,17433,Gas & Air Galon,12,56,44,6,2,-4,366.67%,
1,17470,Susu & Olahan Susu,252,324,72,38,30,-8,28.57%,
1,17514,Susu & Olahan Susu,0,96,96,166,0,-166,100.00%,Yes
1,17593,Bahan Masak & Bumbu,0,0,0,28,28,0,No,
1,17616,Kebutuhan Ibu & Bayi,48,48,0,9,9,0,No,
1,17662,Bahan Masak & Bumbu,0,0,0,24,24,0,No,
1,17725,Perlengkapan Pakaian ,432,408,-24,27,29,2,No,
1,17732,Perlengkapan Pakaian ,504,456,-48,59,66,7,No,
1,17768,Kebutuhan Pokok,80,80,0,154,154,0,No,
1,17770,Snack,48,72,24,5,4,-1,50.00%,
1,17772,Snack,72,120,48,7,5,-2,66.67%,
1,17773,Kebutuhan Pokok,80,80,0,120,120,0,No,
1,17780,Kebutuhan Pokok,80,80,0,173,173,0,No,
1,17809,Biskuit,48,48,0,88,88,0,No,
1,17906,,492,492,0,11,11,0,No,
1,17907,Snack,144,168,24,6,6,0,16.67%,
1,17916,Snack,144,120,-24,16,20,4,No,
1,17969,Kebersihan Badan,558,558,0,24,24,0,No,
1,17990,Kebersihan Badan,96,72,-24,1,2,1,No,
1,17991,Kebersihan Badan,288,192,-96,1,2,1,No,
1,18009,Kebersihan Wajah,48,48,0,72,72,0,No,
1,18081,Kebutuhan Pokok,0,0,0,45,45,0,No,
1,18118,Perawatan Diri ,0,0,0,14,14,0,No,
1,18132,Perawatan Diri ,12,12,0,3,3,0,No,
1,18167,Kebutuhan Cuci Baju,108,126,18,48,42,-6,16.67%,
1,18169,Kebutuhan Cuci Baju,24,36,12,9,6,-3,50.00%,
1,18172,Kebutuhan Cuci Baju,84,96,12,22,20,-2,14.29%,
1,18174,Kebutuhan Cuci Baju,228,192,-36,25,30,5,No,
1,18178,Kebutuhan Cuci Baju,6,0,-6,16,16,0,No,
1,18183,Kebutuhan Cuci Baju,60,42,-18,21,30,9,No,
1,18186,Kebutuhan Cuci Baju,0,0,0,54,54,0,No,
1,18200,Biskuit,0,0,0,15,15,0,No,
1,18215,Obat-obatan,48,36,-12,7,10,3,No,
1,18401,Susu & Olahan Susu,36,36,0,58,58,0,No,
1,18479,Cokelat,0,0,0,4,4,0,No,
1,18542,Kebutuhan Pokok,780,1070,290,16,12,-4,37.18%,
1,18555,Kebutuhan Cuci Baju,144,132,-12,31,34,3,No,
1,18580,Makanan & Susu Bayi,0,0,0,3,3,0,No,
1,18761,Perawatan Diri ,36,36,0,38,38,0,No,
1,18817,Minuman,0,0,0,6,6,0,No,
1,18895,Skincare,216,144,-72,1,2,1,No,
1,18906,Bahan Masak & Bumbu,312,384,72,1,1,0,23.08%,
1,19026,Kebersihan Badan,0,48,48,47,0,-47,100.00%,Yes
1,19062,Shampoo & Conditioner,12,12,0,3,3,0,No,
1,19085,Kebutuhan Cuci Baju,0,0,0,4,4,0,No,
1,19088,Kebutuhan Cuci Baju,0,0,0,8,8,0,No,
1,19098,Kebutuhan Cuci Baju,0,0,0,31,31,0,No,
1,19105,Kebutuhan Cuci Baju,0,0,0,12,12,0,No,
1,19240,Makanan & Susu Bayi,0,0,0,16,16,0,No,
1,19449,Perawatan Rumah,0,0,0,1,1,0,No,
1,19517,Obat-obatan,0,0,0,48,48,0,No,
1,19574,Kebutuhan Pokok,0,0,0,10,10,0,No,
1,19719,Bahan Masak & Bumbu,96,84,-12,4,5,1,No,
1,19721,Bahan Masak & Bumbu,0,0,0,71,71,0,No,
1,19727,Bahan Masak & Bumbu,0,0,0,10,10,0,No,
1,19788,Kebutuhan Pokok,560,680,120,9,8,-1,21.43%,
1,19810,Perawatan Diri ,0,0,0,69,69,0,No,
1,19830,Kebutuhan Pokok,12,24,12,52,26,-26,100.00%,
1,19901,Bahan Masak & Bumbu,12,60,48,35,7,-28,400.00%,
1,19952,Vitamin,0,0,0,9,9,0,No,
1,19973,Kebutuhan Pokok,252,168,-84,1,2,1,No,
1,19985,Kebutuhan Pokok,216,180,-36,5,6,1,No,
1,19987,Kebutuhan Pokok,3828,4164,336,7,7,0,8.78%,
1,20065,Perawatan Mulut,144,144,0,2,2,0,No,
1,20087,Shampoo & Conditioner,96,84,-12,8,10,2,No,
1,20088,Shampoo & Conditioner,216,192,-24,2,3,1,No,
1,20280,Perawatan Hewan,552,672,120,19,16,-3,21.74%,
1,20317,Perawatan Rumah,144,162,18,15,14,-1,12.50%,
1,20321,Perawatan Rumah,204,228,24,5,5,0,11.76%,
1,20423,Permen,24,24,0,1,1,0,No,
1,20482,Perawatan Rumah,24,36,12,1,1,0,50.00%,
1,20561,Kebutuhan Ibu & Bayi,12,0,-12,4,4,0,No,
1,20629,,48,60,12,133,107,-26,25.00%,
1,20632,Skincare,24,0,-24,1,1,0,No,
1,20692,Permen,30,60,30,60,30,-30,100.00%,
1,20704,Perawatan Hewan,12,24,12,13,7,-6,100.00%,
1,20710,Permen,0,0,0,7,7,0,No,
1,20719,Perawatan Mulut,1608,1464,-144,23,26,3,No,
1,20726,Snack,0,0,0,2,2,0,No,
1,20727,Snack,0,0,0,4,4,0,No,
1,20740,Perawatan Rumah,0,0,0,3,3,0,No,
1,20904,Sarapan,48,48,0,19,19,0,No,
1,20926,Perawatan Rumah,18,12,-6,5,8,3,No,
1,20928,Perawatan Rumah,0,0,0,43,43,0,No,
1,20929,Perawatan Rumah,0,0,0,10,10,0,No,
1,20931,Perawatan Rumah,120,96,-24,3,4,1,No,
1,20951,Sarapan,0,0,0,81,81,0,No,
1,20957,Sarapan,0,48,48,112,0,-112,100.00%,Yes
1,21010,Perawatan Rumah,36,36,0,6,6,0,No,
1,21011,Perawatan Rumah,72,72,0,8,8,0,No,
1,21351,Kebutuhan Cuci Baju,474,396,-78,35,42,7,No,
1,21352,Kebutuhan Cuci Baju,270,204,-66,1,2,1,No,
1,21401,Perawatan Diri ,0,0,0,202,202,0,No,
1,21442,Susu & Olahan Susu,12,24,12,42,21,-21,100.00%,
1,21446,Susu & Olahan Susu,0,0,0,113,113,0,No,
1,21447,Susu & Olahan Susu,36,36,0,5,5,0,No,
1,21458,Makanan & Susu Bayi,0,0,0,1,1,0,No,
1,21774,Perawatan Diri ,72,84,12,16,14,-2,16.67%,
1,21839,Obat-obatan,0,0,0,106,106,0,No,
1,21898,Snack,150,150,0,26,26,0,No,
1,21899,Snack,96,192,96,3,2,-1,100.00%,
1,21901,Snack,0,0,0,52,52,0,No,
1,21902,Snack,100,100,0,31,31,0,No,
1,22033,Bahan Masak & Bumbu,24,48,24,20,10,-10,100.00%,
1,22363,,30,30,0,7,7,0,No,
